model,n_patients,positive_pCR,negative_non_pCR,n_node_features,n_splits,AUROC,AUPRC,Brier_score,accuracy,balanced_accuracy,F1,sensitivity,specificity,TP,TN,FP,FN
Exploratory_Temporal_3DGCNN,13,7,6,9,5,0.5714285714285714,0.5897186147186146,0.39091468146232455,0.6153846153846154,0.6190476190476191,0.6153846153846154,0.5714285714285714,0.6666666666666666,4,4,2,3
